2384	none	anecdotes	The fried rice is amazing here.
2384	positive	food	The fried rice is amazing here.
2384	none	ambience	The fried rice is amazing here.
2384	none	service	The fried rice is amazing here.
2962	none	price	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.
2962	none	anecdotes	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.
2962	positive	food	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.
2962	none	ambience	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.
2962	none	service	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.
3404	none	price	it's a perfect place to have a amanzing indian food.
3404	none	anecdotes	it's a perfect place to have a amanzing indian food.
3404	positive	food	it's a perfect place to have a amanzing indian food.
3404	none	ambience	it's a perfect place to have a amanzing indian food.
3404	none	service	it's a perfect place to have a amanzing indian food.
2599	none	price	The place is so cool and the service is prompt and curtious.
2599	none	anecdotes	The place is so cool and the service is prompt and curtious.
2599	none	food	The place is so cool and the service is prompt and curtious.
2599	positive	ambience	The place is so cool and the service is prompt and curtious.
2599	positive	service	The place is so cool and the service is prompt and curtious.
673	none	price	At the end you're left with a mild broth with noodles that you can slurp out of a cup.
673	none	anecdotes	At the end you're left with a mild broth with noodles that you can slurp out of a cup.
673	positive	food	At the end you're left with a mild broth with noodles that you can slurp out of a cup.
673	none	ambience	At the end you're left with a mild broth with noodles that you can slurp out of a cup.
673	none	service	At the end you're left with a mild broth with noodles that you can slurp out of a cup.
648	positive	price	I just wonder how you can have such a delicious meal for such little money.
648	none	anecdotes	I just wonder how you can have such a delicious meal for such little money.
648	positive	food	I just wonder how you can have such a delicious meal for such little money.
648	none	ambience	I just wonder how you can have such a delicious meal for such little money.
648	none	service	I just wonder how you can have such a delicious meal for such little money.
863	none	price	The food was delicious but do not come here on a empty stomach.
863	none	anecdotes	The food was delicious but do not come here on a empty stomach.
863	conflict	food	The food was delicious but do not come here on a empty stomach.
863	none	ambience	The food was delicious but do not come here on a empty stomach.
863	none	service	The food was delicious but do not come here on a empty stomach.
1623	none	price	The wine list is excellent.
1623	none	anecdotes	The wine list is excellent.
1623	positive	food	The wine list is excellent.
1623	none	ambience	The wine list is excellent.
1623	none	service	The wine list is excellent.
2177	none	price	so garantuan that you can't fit them in a toaster.
2177	none	anecdotes	so garantuan that you can't fit them in a toaster.
2177	positive	food	so garantuan that you can't fit them in a toaster.
2177	none	ambience	so garantuan that you can't fit them in a toaster.
2177	none	service	so garantuan that you can't fit them in a toaster.
430	none	price	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).
430	none	anecdotes	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).
430	positive	food	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).
430	none	ambience	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).
430	none	service	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).
1101	none	price	They wouldnt even let me finish my glass of wine before offering another.
1101	none	anecdotes	They wouldnt even let me finish my glass of wine before offering another.
1101	none	food	They wouldnt even let me finish my glass of wine before offering another.
1101	none	ambience	They wouldnt even let me finish my glass of wine before offering another.
1101	positive	service	They wouldnt even let me finish my glass of wine before offering another.
1823	none	price	I highly recommend the Sophia pizza.
1823	positive	anecdotes	I highly recommend the Sophia pizza.
1823	none	food	I highly recommend the Sophia pizza.
1823	none	ambience	I highly recommend the Sophia pizza.
1823	none	service	I highly recommend the Sophia pizza.
324	none	price	Whem asked, we had to ask more detailed questions so that we knew what the specials were.
324	none	anecdotes	Whem asked, we had to ask more detailed questions so that we knew what the specials were.
324	none	food	Whem asked, we had to ask more detailed questions so that we knew what the specials were.
324	none	ambience	Whem asked, we had to ask more detailed questions so that we knew what the specials were.
324	negative	service	Whem asked, we had to ask more detailed questions so that we knew what the specials were.
2783	none	price	This is a consistently great place to dine for lunch or dinner.
2783	positive	anecdotes	This is a consistently great place to dine for lunch or dinner.
2783	none	food	This is a consistently great place to dine for lunch or dinner.
2783	none	ambience	This is a consistently great place to dine for lunch or dinner.
2783	none	service	This is a consistently great place to dine for lunch or dinner.
2983	none	price	Nice atmosphere, the service was very pleasant and the desert was good.
2983	none	anecdotes	Nice atmosphere, the service was very pleasant and the desert was good.
2983	positive	food	Nice atmosphere, the service was very pleasant and the desert was good.
2983	positive	ambience	Nice atmosphere, the service was very pleasant and the desert was good.
2983	positive	service	Nice atmosphere, the service was very pleasant and the desert was good.
66	none	price	All the people that I bring there go back on their own and bring THEIR friends!
66	positive	anecdotes	All the people that I bring there go back on their own and bring THEIR friends!
66	none	food	All the people that I bring there go back on their own and bring THEIR friends!
66	none	ambience	All the people that I bring there go back on their own and bring THEIR friends!
66	none	service	All the people that I bring there go back on their own and bring THEIR friends!
627	none	price	After really enjoying ourselves at the bar we sat down at a table and had dinner.
627	positive	anecdotes	After really enjoying ourselves at the bar we sat down at a table and had dinner.
627	none	food	After really enjoying ourselves at the bar we sat down at a table and had dinner.
627	none	ambience	After really enjoying ourselves at the bar we sat down at a table and had dinner.
627	none	service	After really enjoying ourselves at the bar we sat down at a table and had dinner.
3219	none	price	Fabulous service, fantastic food, and a chilled out atmosphere and environment.
3219	none	anecdotes	Fabulous service, fantastic food, and a chilled out atmosphere and environment.
3219	positive	food	Fabulous service, fantastic food, and a chilled out atmosphere and environment.
3219	positive	ambience	Fabulous service, fantastic food, and a chilled out atmosphere and environment.
3219	positive	service	Fabulous service, fantastic food, and a chilled out atmosphere and environment.
2934	none	price	Not what I wanted to hear.
2934	negative	anecdotes	Not what I wanted to hear.
2934	none	food	Not what I wanted to hear.
2934	none	ambience	Not what I wanted to hear.
2934	none	service	Not what I wanted to hear.
2787	none	price	Try the lasagnette appetizer.
2787	none	anecdotes	Try the lasagnette appetizer.
2787	positive	food	Try the lasagnette appetizer.
2787	none	ambience	Try the lasagnette appetizer.
2787	none	service	Try the lasagnette appetizer.
825	negative	price	Pricey, but worth a try, at least once.
825	positive	anecdotes	Pricey, but worth a try, at least once.
825	none	food	Pricey, but worth a try, at least once.
825	none	ambience	Pricey, but worth a try, at least once.
825	none	service	Pricey, but worth a try, at least once.
197	none	price	I've been there a few times, and I usually end up sitting next to some pretty odd people.
197	negative	anecdotes	I've been there a few times, and I usually end up sitting next to some pretty odd people.
197	none	food	I've been there a few times, and I usually end up sitting next to some pretty odd people.
197	none	ambience	I've been there a few times, and I usually end up sitting next to some pretty odd people.
197	none	service	I've been there a few times, and I usually end up sitting next to some pretty odd people.
604	none	price	I liked the beer selection!
604	none	anecdotes	I liked the beer selection!
604	positive	food	I liked the beer selection!
604	none	ambience	I liked the beer selection!
604	none	service	I liked the beer selection!
2911	none	price	Great food, good size menu, great service and an unpretensious setting.
2911	none	anecdotes	Great food, good size menu, great service and an unpretensious setting.
2911	positive	food	Great food, good size menu, great service and an unpretensious setting.
2911	positive	ambience	Great food, good size menu, great service and an unpretensious setting.
2911	positive	service	Great food, good size menu, great service and an unpretensious setting.
3074	none	price	Go here for a romantic dinner but not for an all out wow dining experience.
3074	conflict	anecdotes	Go here for a romantic dinner but not for an all out wow dining experience.
3074	none	food	Go here for a romantic dinner but not for an all out wow dining experience.
3074	none	ambience	Go here for a romantic dinner but not for an all out wow dining experience.
3074	none	service	Go here for a romantic dinner but not for an all out wow dining experience.
1479	none	price	Can't wait to go back.
1479	positive	anecdotes	Can't wait to go back.
1479	none	food	Can't wait to go back.
1479	none	ambience	Can't wait to go back.
1479	none	service	Can't wait to go back.
1074	none	price	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
1074	neutral	anecdotes	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
1074	none	food	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
1074	none	ambience	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
1074	none	service	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.
912	none	price	Wine list selection is good and wine-by-the-glass was generously filled to the top.
912	none	anecdotes	Wine list selection is good and wine-by-the-glass was generously filled to the top.
912	positive	food	Wine list selection is good and wine-by-the-glass was generously filled to the top.
912	none	ambience	Wine list selection is good and wine-by-the-glass was generously filled to the top.
912	none	service	Wine list selection is good and wine-by-the-glass was generously filled to the top.
728	none	price	With the great variety on the menu , I eat here often and never get bored .
728	none	anecdotes	With the great variety on the menu , I eat here often and never get bored .
728	positive	food	With the great variety on the menu , I eat here often and never get bored .
728	none	ambience	With the great variety on the menu , I eat here often and never get bored .
728	none	service	With the great variety on the menu , I eat here often and never get bored .
2925	none	price	The menu is very limited - i think we counted 4 or 5 entrees.
2925	none	anecdotes	The menu is very limited - i think we counted 4 or 5 entrees.
2925	negative	food	The menu is very limited - i think we counted 4 or 5 entrees.
2925	none	ambience	The menu is very limited - i think we counted 4 or 5 entrees.
2925	none	service	The menu is very limited - i think we counted 4 or 5 entrees.
495	none	price	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.
495	positive	anecdotes	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.
495	none	food	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.
495	none	ambience	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.
495	none	service	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.
3436	none	price	The menu is limited but almost all of the dishes are excellent.
3436	none	anecdotes	The menu is limited but almost all of the dishes are excellent.
3436	conflict	food	The menu is limited but almost all of the dishes are excellent.
3436	none	ambience	The menu is limited but almost all of the dishes are excellent.
3436	none	service	The menu is limited but almost all of the dishes are excellent.
3273	none	price	Not too crazy about their sake martini.
3273	none	anecdotes	Not too crazy about their sake martini.
3273	negative	food	Not too crazy about their sake martini.
3273	none	ambience	Not too crazy about their sake martini.
3273	none	service	Not too crazy about their sake martini.
1215	none	price	Great bagels, spreads and a good place to hang out in.
1215	positive	anecdotes	Great bagels, spreads and a good place to hang out in.
1215	positive	food	Great bagels, spreads and a good place to hang out in.
1215	none	ambience	Great bagels, spreads and a good place to hang out in.
1215	none	service	Great bagels, spreads and a good place to hang out in.
183	none	price	The service varys from day to day- sometimes they're very nice, and sometimes not.
183	none	anecdotes	The service varys from day to day- sometimes they're very nice, and sometimes not.
183	none	food	The service varys from day to day- sometimes they're very nice, and sometimes not.
183	none	ambience	The service varys from day to day- sometimes they're very nice, and sometimes not.
183	conflict	service	The service varys from day to day- sometimes they're very nice, and sometimes not.
2511	none	price	whoever the jazz duo was, they were on POINT.
2511	none	anecdotes	whoever the jazz duo was, they were on POINT.
2511	none	food	whoever the jazz duo was, they were on POINT.
2511	positive	ambience	whoever the jazz duo was, they were on POINT.
